id,zotero_link,year,title
6534,6RBWVD8T,1998,Heritage and Hellenism: The Reinvention of Jewish Tradition
6535,JV6M5X7S,2008,The Sword and the Stylus: An Introduction to Wisdom in the Age of Empires
6536,S6S6GTLL,1986,Introduction: The Axial Age Breakthrough in Ancient Israel
6537,DEZV2IZ8,1986,The Protest against Imperialism in Ancient Israelite Prophecy
6538,Q6EARAHC,1998,Archaeological Sources for the History of Palestine: Palestine in the Early Islamic Period:Luxuriant Legacy
6539,B6PA9MGL,2008,Jerusalem and Iran
6540,3NRMUQE7,2006,"The Bar Kochba Revolt, 132-135"
6541,ZHUNW78N,2003,The History of the Jews in the Greco-Roman World
6542,JNINJC45,1978,Economy and Society: An Outline of Interpretive Sociology
6543,LGSF39R7,1873,In the Morningland or The law of the origin and transformation of Christianity
6544,R85FAUCC,1984,The Historical Background
6545,VPHF2724,2013,"The Hasmoneans: Ideology, Archaeology, Identity"
6546,3KY3VSEW,1990,The Southern Levant in the Hellenistic Period
6547,BQ2GE35N,2005,A People Transformed: Palestine in the Persian Period
6548,B7M2SRV2,2006,Neo-Babylonian and Achaemenid State Administration in Mesopotamia
6549,SD34KGIZ,2006,"Achaemenid Imperial Policy, Settlement Processes in Palestine, and the Status of Jerusalem in the Middle of the Fifth Century B.C."
6550,WSBM9UNL,2006,"Cyrus II, Liberator or Conqueror? Ancient Historiography Concerning Cyrus in Babylon"
6551,R8RK246S,1975,Toward the Spartan Revolution
6552,2DAIB6K7,2018,"Money, Culture, and Well-Being in Rome's Economic Development, 0-275 CE"
6553,9H88VQ7A,2007,A History of the Ancient Near East ca. 3000-323 BC
6554,99YUTUCF,1999,An Introduction to the History of Israel and Judah
6555,6XHA2Z43,1974,The Phoenician Cities and the Assyrian Empire in the Time of Tiglath-pileser III
6556,ADQHGQ2V,2017,The punctuated equilibrium macropattern of world system urbanization and the factors that give rise to that macropattern
6557,5CHAD4JV,2014,The Judges and the Early Iron Age
6558,JSIWI4J3,2013,Phoenician Mortuary Practice in the Iron Age I-III (ca. 1200-ca. 300 BCE) Levantine 'Homeland'
6559,ZY5J7UMR,2014,Early Israel and Its Appearance in Canaan
6560,8DUUEDW7,1989,Archaeological Evidence for Movements of the Early 'Sea Peoples' in Canaan
6561,PEHFUZFC,2013,Climate and the Late Bronze Collapse: New Evidence from the Southern Levant
6562,UZQXFCGF,2013,Peoples and Complex Societies of Ancient Southwest Asia
6563,ZPKFDVNE,2012,The Second Axial Age: Fulfilling the Human Destiny
6564,PDBETF9Z,2012,The Moral Stereotypes of Liberals and Conservatives: Exaggeration of Differences across the Political Spectrum
6565,V79R56BM,2008,"The Moral Mind: How Five Sets of Innate Intuitions Guide the Development of Many Culture-Specific Virtues, and Perhaps Even Modules"
6566,FK9DQ6TJ,2009,The End of Equipotentiality: A Moral Foundations Approach to Ideology-Attitude Links and Cognitive Complexity
6567,XGP9NST7,2013,Moral psychology for the twenty-first century
6568,WZMJUUZ7,2016,Individual Differences in Group Loyalty Predict Partisan Strength
6569,KDTCKJ29,1999,Aristocratic culture
6570,UE6VXGJU,1999,Religious practices
6571,ICZ9EEU6,1999,Insei
6572,JPVMWTI9,1999,Aristocratic Buddhism
6573,FA7TJ9G6,1999,The rise of the warriors
6574,VB38G2EV,1999,Provincial administration and land tenure in early Heian
6575,SXX3NIRA,1999,Land and society
6576,IWSGF4CE,1999,Chinese learning and intellectual life
6577,WJNS984E,1999,The capital and its society
6578,FJEMEJ4Q,2007,"Heian Japan, Centers and Peripheries"
6579,SXQI7HPM,2017,Regionalism in Rome’s Third Century Fiscal Crisis. A Statistical Approach to Ancient Economic History
6580,TH4ISXHK,2010,"The Evolution of Religion: How Cognitive By-Products, Adaptive Learning Heuristics, Ritual Displays, and Group Competition Generate Deep Commitments to Prosocial Religions"
6581,FDVCVR3B,2005,The architecture of Roman temples : the republic to the middle empire
6582,I7DFVW6P,2016,A place at the altar : priestesses in Republican Rome
6583,EHTF73VF,2011,The Army and Centuriate Organization in Early Rome
6584,Q9VJGVVP,2011,Warfare and the Army in Early Rome
6585,4IMM54CJ,2003,An Introduction to Roman Religion
6586,H27R4KXQ,2016,"Broadening the Context for Classic period Lambityeco, Oaxaca: New Discoveries from 2013-2015"
6587,N63ZK4MP,2012,Mapping the origins and expansion of the Indo-European language family
6588,Z6T28NKM,2003,Language-tree divergence times support the Anatolian theory of Indo-European origin.
6589,6T4FF53K,1990,Archaeology and language: the puzzle of Indo-European origins
6590,MHCN2WI8,2015,Bioarchaeology of Neolithic Çatalhöyük: lives and lifestyles of an early farming society in transition.
6591,QA43857V,2013,"Clay Balls, Mini Balls and Geometric Objects"
6592,2JE2FZ24,1986,La nécropole néolithique d'El Kadada au Soudan central: Quelques cas de sacrifices humains
6593,8252XTHU,2013,"The Central Administration of the Resources in the Old Kingdom: Departments, Treasuries, Granaries and Work Centers"
6594,FRNXMRTA,1983,"New Kingdom and Third Intermediate Period, 1552-664 BC"
6595,RP7TUNA5,1983,"Old kingdom, middle kingdom and second intermediate period c. 2686-1552 BC"
6596,BPRV6TB5,2004,"Maat, the moral ideal in ancient Egypt: a study in classical African ethics"
6597,WQU2MZK8,2013,The Organisation of a Nascent State: Egypt until the Beginning of the 4th Dynasty.
6598,EUGJ2SHI,2014,(Un)dying Loyalty: Meditations on Retainer Sacrifice in Ancient Egypt and Elsewhere
6599,2NRU8KXX,2016,How humans cooperate: confronting the challenge of collective action
6600,IDBFWNPM,2013,The cultural evolution of religion
6601,U2MEW3ZS,1991,"Society, Morality, and Religious Practice"
6602,XNAXT642,1999,Akhenaten and the Religion of Light
6603,G8B8TUS6,1995,"Kingship, Definition of Culture, and Legitimation"
6604,G2QUXGFZ,2008,Commentary
6605,96P5QWAM,2005,Axial 'Breakthroughs' and Semantic 'Relocations' in Ancient Egypt and Israel
6606,9KSTXFIV,2010,Religion in Society: Pharaonic
6607,T49WGRHZ,2016,Go West: On the Ancient Means of Approach to the Saqqara Necropolis
6608,BDVD2CK2,2005,The Egyptian Museum in Cairo
6609,UAE3Z9CT,2000,The Emergence of the Egyptian State (c. 3200‒2686 BC)
6610,P4GV4SAH,2002,A Biographical Dictionary of Ancient Egypt
6611,PGA5IXHX,2009,Hierakonpolis Locality HK29A: The Predynastic Ceremonial Center Revisited
6612,VHUE73X4,2002,Religion and Magic in Ancient Egypt
6613,GFKKZFJ4,2004,Settlement Patterns and Cultural Change in the Predynastic Period
6614,NEGP67CB,1986,A Model of Urban Development for the Hierakonpolis Region from Predynastic through Old Kingdom Times
6615,W3HMS8JG,2011,Hierakonpolis
6616,BFQZAPKG,2010,Prehistory
6617,VJ7GTGZW,1994,The Egyptian Predynastic: A Review of the Evidence
6618,XA2BFJCT,2013,An Absolute Chronology for Early Egypt Using Radiocarbon Dating and Bayesian Statistical Modelling
6619,WCIQ3WG4,2000,Prehistory: From the Palaeolithic to the Badarian Culture
6620,4K9VX46G,1988,The Predynastic of Egypt
6621,ZF32ICAD,2012,"Trouble in the West: Egypt and the Persian Empire, 525-332 BCE"
6622,NB9SETXH,2011,The Invention of Writing in Egypt
6623,PEE4CGK4,2011,Crafts and Craft Specialization
6624,KR4KA9JW,2011,Political Organization of Egypt in the Predynastic Period
6625,T5R2XNAZ,2002,The Cannibal Hymn: A Cultural and Literary Study
6626,IK5N5W5S,2015,Gebel Sheikh Suleiman: A First Dynasty Relief after All...
6627,Q5BVTVI3,2009,The Development of Royal Funerary Cult at Abydos: Two Funerary Enclosures from the Reign of Aha
6628,KPZIH35P,2009,Abydos: Egypt's First Pharaohs and the Cult of Osiris
6629,DJ4ESBFF,1999,Early Dynastic Egypt
6630,9REVEK4R,2007,Sacrifice for the State: First Dynasty Royal Funerals and the Rites at Macramallah's Rectangle
6631,CQ7TW9PJ,2009,Egypt and Nubia in the 5th–4th Millennia BCE: A View from the First Cataract and Its Surroundings
6632,3FBJXAZU,2008,Late Predynastic Falcons on a Boat (Brussels E.7067)
6633,QHEJCDIV,2015,"Naqada IId: The Birth of an Empire. Kingship, Writing, Organized Religion"
6634,UFICIC3E,2014,The Molding Power of Ideology:Political Transformations of Predynastic Egypt
6635,ZK4788F4,2010,"Settlements – Distribution, Structure, Architecture: Pharaonic"
6636,CAXCX549,2000,Les sacrifices humains à l’époque pré-dynastique: L'apport de la nécropole d'Adaïma
6637,STXKCK5E,2008,Sacred or Mundane: Scalping and Decapitation at Predynastic Hierakonpolis
6638,2IVAXCX2,2000,The Naqada Period (c.4000-3200 BC)
6639,JXSHPUDH,2009,Teyuna: Ciudad Perdida Archaeological Park Guidebook
6640,IJGBEW43,1990,The Sacred Mountain of Colombia's Kogi Indians
6641,M2ZQSKRZ,2010,"Lords of the Snowy Ranges: Politics, Place, and Landscape Transformation in Two Tairona Towns in the Sierra Nevada de Santa Marta, Colombia"
6642,EPB4AB88,2014,A Tale of Cities Lost and Found
6643,IE6RS3RZ,1931,"Archaeology of Santa Marta, Colombia: The Tairona Culture, Part 1: Report on Field Work"
6644,PTBEXT4X,2003,"The Political Economy of Pre-Columbian Gold Work: Four Examples
from Northern South America"
6645,4K6JXEH2,1975,"Buritaca Ceramic Chronology: A Seriation from the Tairona Area, Colombia"
6646,9SC4PDXB,2005,The Pre-Hispanic Population of the Santa Marta Bays: A Contribution to the Study of the Development of the Northern Colombian Tairona Chiefdoms
6647,C3MXUB5X,2001,"Late Northwest South American
Littoral"
6648,NDGPRDJD,1996,The Study of Collector Variability in the Transition to Sedentary Food Producers in Northern Colombia
6750,SG427S24,2007,The Sunda kingdoms of West Java: from Tarumanagara to Pakuan Pajajaran with the royal center of Bogor
6649,ZHSIBUET,2009,Identifying Crop Plants with Phytoliths (and Starch Grains) in Central and South America: A Review and an Update of the Evidence
6650,DJI34ZFF,2014,"Ecuador, Colombia and Venezuela"
6651,5GAVFRJG,2014,A Prehistory of South America: Ancient Cultural Diversity on the Least Known Continent
6652,QHD6TMRT,2008,Late Pre-Hispanic Chiefdoms of Northern Colombia and the Formation of Anthropogenic Landscapes
6653,FX8RQ6JZ,2018,Exclusive: Ancient Mass Child Sacrifice May Be World's Largest
6654,EXA3PD6N,2016,"Bioarchaeological analysis of juvenile remains from a mass sacrifice at Huanchaquito-Las Llamas, Peru, circa AD 1400"
6655,QG4ASWRA,2014,"SACRIFICIOS DE NIÑOS, ADOLESCENTESY CAMÉLIDOS JÓVENES DURANTE EL INTERMEDIO TARDÍO EN LA PERIFERIA DE CHAN CHAN, VALLE DE MOCHE, COSTA NORTE DEL PERÚ"
6656,9KSBSS4I,2013,Origins of Food-Producing Economies in the Americas
6657,359MUBJ3,2016,"La tumba T7 de la necrópolis de El Caño, tradición arqueológica Gran Coclé, istmo de Panamá"
6658,PNRUQIBS,2007,"El istmo mediterráneo: Intercambio, simbolismo y filiación social en la bahía de Panamá durante el período 500-1000 DC"
6659,B6PW6RYP,1984,Rodrigo de Bastidas and the Discovery of Panama
6660,78NVHQ4E,1992,"The Origin of Wealth and Hierarchy in the Central Region of Panama (12,000-2,000 BP), with Observations on Its Relevance to the History and Phylogeny of Chibchan-Speaking Polities in Panama and Elsewhere"
6661,P9PFKQR3,1984,The Valle del General and Panamanian Chiriquí: Temporal and Regional Differences
6662,SIIQFT8P,1989,"Art, Death and the Social Order: The Mortuary Arts of Pre-Conquest Central Panama"
6663,UFUMR2PE,2012,"The Effects of Explosive Volcanism on Ancient Egalitarian, Ranked, and Stratified Societies in Middle America"
6664,BHH43S3C,2001,"Bone Cutting, Placement, and Cannibalism? Middle Preceramic Mortuary Patterns of Nanchoc, Northern Peru"
6665,MGMKSVIK,2008,The Process of Sedentism in Northwestern South America
6666,4AAQA8R6,1981,Evidence for Incidence of Cannibalism during the Preceramic Period in Central Panama
6667,8KSGIS5K,1998,The Origins of Agriculture in the Lowland Neotropics
6668,SFU2W7R3,1990,Paleoenvironments and Human Occupation in Late-Glacial Panama
6669,65ZCGPTI,1853,"Historia general y natural de las Indias, islas y tierra-firme del mar océano"
6670,VH686HIE,1992,Monumental Sculpture as Evidence for Hierarchical Societies
6671,99MPH47X,1995,Interpreting Dietary Maize from Bone Stable Isotopes in the American Tropics: The State of the Art
6672,XRDWJTP3,1986,Cerro Mangote and Its Population
6673,KUBS7R7B,2013,"El descubrimiento de un cementerio de élite en El Caño: Indicios de un patrón funerario en el Valle de Río Grande, Coclé, Panamá"
6674,G87FEZTU,2015,"Forests, Gardens, and Fisheries in an Ancient Chiefdom: Paleoethnobotany and Zooarchaeology at Sitio Drago, a Late Ceramic Phase Village in Bocas del Toro, Panama"
6675,NSIFKB9W,2010,"Communal Tradition and the Nature of Social Inequality among the Prehispanic Households of El Hatillo (He-4), Panama"
6676,VJH4HH2E,1977,Ecology and the Arts in Ancient Panama: On the Development of Social Rank and Symbolism in the Central Provinces
6677,CFE38PTP,1976,Animals That Were Bad to Eat Were Good to Compete with: An Analysis of the Conte Style from Ancient Panama
6678,VXFJR5DI,2017,The Earliest Panamanian Pottery: Reconstructing Production and Distribution of Monagrillo Ceramics through Petrographic Provenance Analysis
6679,XAFBRRGH,2013,Cerro Mangote: Interpretations of Space Based on Mortuary Analysis
6680,VMNGHPJG,1988,"The Rise and Fall of an Early Formative Community: La Mula-Sarigua, Central Pacific Panama"
6681,6VT8AQGS,2004,"The Emergence and Development of Chiefly Societies in the Río Parita Valley, Panama"
6682,EWW3Q2TA,2004,Ancient Mexico and Central America: Archaeology and Culture History
6683,NDDUEMMJ,2000,"Contextualized Goldwork from ""Gran Coclé"", Panama: An Update Based on Recent Excavations and New Radiocarbon Dates for Associated Pottery Styles"
6684,SM22NI6C,2004,"Rich, Poor, Shaman, Child: Animals, Rank, and Status in the 'Gran Coclé' Culture Area of Pre-Columbian Panama"
6685,P9ZEBWQI,2001,Gran Coclé
6686,IQPNWNH9,1992,Prehistoric Human Adaptations to the Seasonally Dry Forests of Panama
6687,7KNJH3C3,1995,"Monagrillo, Panama's First Pottery: Summary of Research, with New Interpretations"
6688,6K74AJSX,1972,The Archaeology of the Western Coclé Province of Panama
6689,V5Z87AF6,1973,Human Decapitation in Ancient Mesoamerica
6690,PVDT6ZEF,2015,Inequality: What Can Be Done?
6691,AGFNHAR6,2012,"The Creation of Inequality: How Our Prehistoric Ancestors Set the Stage for Monarchy, Slavery, and Empire"
6692,2S9WP8MF,1994,"Relación e proceso quel Licenciado Gaspar de Espinosa, Alcalde Mayor, hizo en el viaje ... desde esta Cibdad [sic] de Panamá a las provincias de
Paris e Nata, e a las otras provincias comarcanas"
6693,46BQV3PH,1865,Narrative of the Proceedings of Pedrarias Davila in the Provinces of Tierra Firme or Castilla del Oro: And of the Discovery of the South Sea and the Coasts of Peru and Nicaragua
6694,WSR7NRVP,2007,Sorcery and the Taking of Trophy Heads in Ancient Costa Rica
6695,XD9F8N7W,2018,Dacura: A new solution to data harvesting and knowledge extraction for the historical sciences
6696,FS477VIH,2001,Chiriquí
6697,67NRPWJH,1937,"Coclé: An Archaeological Study of Central Panama, Part 1."
6698,EXUW23F2,1998,Performing the Body in Pre-Hispanic Central America
6699,HHP6V478,2008,"Mortuary Practices and Social Organization at Cerro Juan Díaz, Central Panama"
6700,BR5BG2VZ,1989,Hunting in Pre-Columbian Panama: A Diachronic Perspective
6701,IJFSICYW,2013,Human Sacrifice in Ancient Greece
6702,U6TJNUXT,2009,Report by the commission on the measurement of economic performance and social progress
6703,HSHAKZ3X,2010,India: A History
6704,PSD7EDZH,2011,The Roman dominate from the perspective of demographic-structural theory
6705,5BTHT9IH,1991,From Sumer to Rome: The Military Capabilities of Ancient Armies
6706,6FAH3T3S,2014,Army and society in Ptolemaic Egypt
6707,E62QMEHH,2006,Warfare in the Medieval World
6708,T466P9DV,2002,"Administrative legacies of the Persian world-state empire: implications for modern public administration, part 1"
6709,8442CQU3,1971,The Achaemenid Empire
6710,3RBZDVWI,1994,Labour in the Medieval Islamic World
6711,ZDFVU9DI,2016,States and Local Legal Cultures in Medieval Islam: A comparative study of Akbar’s Mughal Rule and Sultan Agung’s Mataram in 16th and 17th Century
6712,5SXVFFIU,1993,"Economic and Social Change, c. 1400-1800"
6713,6B9N39RU,2004,Banten
6714,3IP5WKNP,2004,Mataram
6715,A5Q74539,1957,Ruler and Realm In Early Java
6716,F5Q5ID44,1993,"War, Culture and Economy in Java 1677-1726. Asian and European Imperialism in the Early Kartasura Period"
6717,MZVNJQ8K,2009,"State and Statecraft in Old Java: A Study of the Later Mataram Period, 16th to 19th Century"
6718,22PKTPN8,1991,Sanskrit Outside India
6719,XAR257VE,1996,Ritual Networks and Royal Power in Majapahit Java
6720,CTTM6X7C,2003,Indonesia : a global studies handbook
6721,AKB9SKJ6,1981,Java at the Crossroads: Aspects of Javanese Cultura History in the Fourteenth and Fifteenth Centuries
6722,UMJH8TG9,2013,The History and Legend of the Foundation of Majapahit
6723,IA5VSH8J,1988,Southeast Asia in the Age of Commerce 1450-1680
6724,AQEK3AXD,2000,Heterogenetic cities in premodern Southeast Asia
6725,WDD4SN9M,2004,Majapahit
6726,KT33P79J,2004,"Southeast Asian warfare, 1300-1900"
6727,KB6RNAPC,1997,Java Style
6728,KKW63NZB,2004,Singhasari (1222-1293)
6729,75W6QN5C,2004,Kadiri (Kediri)
6730,WDFB655M,2003,Worshiping Siva and Buddha: The Temple art of East Java
6731,5F72DK2S,2000,Personal Status and Ritualized Exchange in Majapahit Java
